X,Y,XY,X^2,Y^2,Y Pred,(Y-Y PRED)^2,(y-yrata)^2
3,0.1111111,0.3333333,9,0.012345677,1.795839913,2.838311175,4.288099951
1,3.2307692,3.2307692,1,10.43786962,2.732839859,0.247933629,1.100160392
1,1.3999996,1.3999996,1,1.95999888,2.732839859,1.776463155,0.611343044
3,0.7272727,2.1818181,9,0.52892558,1.795839913,1.14183589,2.115893716
1,4.666666,4.666666,1,21.77777156,2.732839859,3.739683545,6.17414213
2,4.666666,9.333332,4,21.77777156,2.264339886,5.771170758,6.17414213
2,0.8521735,1.704347,4,0.726199674,2.264339886,1.994213902,1.768129723
2,1.826086,3.652172,4,3.334590079,2.264339886,0.192066469,0.126592139
2,4.7999992,9.5999984,4,23.03999232,2.264339886,6.429568157,6.854527772
1,1.333333,1.333333,1,1.777776889,2.732839859,1.958619447,0.720038614
1,3.2666645,3.2666645,1,10.67109696,2.732839859,0.284968748,1.17674897
3,2.041666,6.124998,9,4.168400056,1.795839913,0.060430465,0.019661057
1,0.4848484,0.4848484,1,0.235077971,2.732839859,5.053465598,2.879929457
2,2,4,4,4,2.264339886,0.069875575,0.03308175
1,3.2666645,3.2666645,1,10.67109696,2.732839859,0.284968748,1.17674897
2,1.3611107,2.7222214,4,1.852622338,2.264339886,0.815822962,0.673668631
1,2,2,1,4,2.732839859,0.537054258,0.03308175
4,1.826086,7.304344,16,3.334590079,1.327339941,0.248747632,0.126592139
2,1.826086,3.652172,4,3.334590079,2.264339886,0.192066469,0.126592139
2,2.041666,4.083332,4,4.168400056,2.264339886,0.049583659,0.019661057
2,7.8399963,15.6799926,4,61.46554198,2.264339886,31.08794445,32.01423604
2,2.545454,5.090908,4,6.479336066,2.264339886,0.079025145,0.132183224
3,0.5326087,1.5978261,9,0.283672027,1.795839913,1.595753098,2.720108655
4,0.6222222,2.4888888,16,0.387160466,1.327339941,0.497191028,2.43254459
2,0.5833333,1.1666666,4,0.340277739,2.264339886,2.825783142,2.555363991
3,4.7999992,14.3999976,9,23.03999232,1.795839913,9.024973019,6.854527772
2,0.1666666,0.3333332,4,0.027777756,2.264339886,4.400233215,4.061100729
3,0.6153846,1.8461538,9,0.378698206,1.795839913,1.393474747,2.453920028
2,1.1878777,2.3757554,4,1.41105343,2.264339886,1.158770838,0.988048307
1,11.1999989,11.1999989,1,125.4399754,2.732839859,71.69278223,81.32639832
3,1.1878777,3.5636331,9,1.41105343,1.795839913,0.369618053,0.988048307
1,2.1777763,2.1777763,1,4.742709613,2.732839859,0.308095554,1.68723E-05
3,0.4848484,1.4545452,9,0.235077971,1.795839913,1.718698748,2.879929457
4,0.7272727,2.9090908,16,0.52892558,1.327339941,0.360080693,2.115893716
3,0.7272727,2.1818181,9,0.52892558,1.795839913,1.14183589,2.115893716
2,1.333333,2.666666,4,1.777776889,2.264339886,0.866773822,0.720038614
1,7,7,1,49,2.732839859,18.20865567,23.21424284
2,0.5217391,1.0434782,4,0.272211688,2.264339886,3.036657499,2.756080726
3,0.2121212,0.6363636,9,0.044995403,1.795839913,2.508164963,3.879965058
2,0.4,0.8,4,0.16,2.264339886,3.47576321,3.1751102
2,1.3999996,2.7999992,4,1.95999888,2.264339886,0.74708413,0.611343044
2,3.1999998,6.3999996,4,10.23999872,2.264339886,0.875459475,1.036560005
2,1.5076914,3.0153828,4,2.273133358,2.264339886,0.572516931,0.454535515
2,7.8399963,15.6799926,4,61.46554198,2.264339886,31.08794445,32.01423604
1,7.8399963,7.8399963,1,61.46554198,2.732839859,26.08304692,32.01423604
3,0.4,1.2,9,0.16,1.795839913,1.948369064,3.1751102
3,4.8999996,14.6999988,9,24.00999608,1.795839913,9.63580736,7.388153009
3,0.0434783,0.1304349,9,0.001890363,1.795839913,3.070771224,4.572778471
3,0.0769231,0.2307693,9,0.005917163,1.795839913,2.954675011,4.430859931
2,0.5833333,1.1666666,4,0.340277739,2.264339886,2.825783142,2.555363991
4,4.7999992,19.1999968,16,23.03999232,1.327339941,12.05936233,6.854527772
3,0.8521735,2.5565205,9,0.726199674,1.795839913,0.8905063,1.768129723
1,4.7999992,4.7999992,1,23.03999232,2.732839859,4.273147743,6.854527772
3,2.9217386,8.7652158,9,8.536556447,1.795839913,1.267647853,0.547384991
2,0.5217391,1.0434782,4,0.272211688,2.264339886,3.036657499,2.756080726
3,0.5326087,1.5978261,9,0.283672027,1.795839913,1.595753098,2.720108655
3,0.4848484,1.4545452,9,0.235077971,1.795839913,1.718698748,2.879929457
2,7.8399963,15.6799926,4,61.46554198,2.264339886,31.08794445,32.01423604
2,1.333333,2.666666,4,1.777776889,2.264339886,0.866773822,0.720038614
1,1.5076914,1.5076914,1,2.273133358,2.732839859,1.500988746,0.454535515
1,1.333333,1.333333,1,1.777776889,2.732839859,1.958619447,0.720038614
3,1.1878777,3.5636331,9,1.41105343,1.795839913,0.369618053,0.988048307
2,1.5076914,3.0153828,4,2.273133358,2.264339886,0.572516931,0.454535515
3,1.333333,3.999999,9,1.777776889,1.795839913,0.213912645,0.720038614
2,7,14,4,49,2.264339886,22.42647672,23.21424284
3,0.7272727,2.1818181,9,0.52892558,1.795839913,1.14183589,2.115893716
1,1.5076914,1.5076914,1,2.273133358,2.732839859,1.500988746,0.454535515
2,2.041666,4.083332,4,4.168400056,2.264339886,0.049583659,0.019661057
1,26.8799896,26.8799896,1,722.5338409,2.732839859,583.0848406,609.9964256
4,0.5326087,2.1304348,16,0.283672027,1.327339941,0.631597745,2.720108655
2,2,4,4,4,2.264339886,0.069875575,0.03308175
2,0.2121212,0.4242424,4,0.044995403,2.264339886,4.211601535,3.879965058
2,1.333333,2.666666,4,1.777776889,2.264339886,0.866773822,0.720038614
3,2.545454,7.636362,9,6.479336066,1.795839913,0.561921279,0.132183224
2,0.1666666,0.3333332,4,0.027777756,2.264339886,4.400233215,4.061100729
1,0.4848484,0.4848484,1,0.235077971,2.732839859,5.053465598,2.879929457
1,1.333333,1.333333,1,1.777776889,2.732839859,1.958619447,0.720038614
2,0.4,0.8,4,0.16,2.264339886,3.47576321,3.1751102
4,0.4848484,1.9393936,16,0.235077971,1.327339941,0.709791996,2.879929457
2,0.1666666,0.3333332,4,0.027777756,2.264339886,4.400233215,4.061100729
1,1.5076914,1.5076914,1,2.273133358,2.732839859,1.500988746,0.454535515
2,0.0606061,0.1212122,4,0.003673099,2.264339886,4.856442599,4.499819466
1,2.041666,2.041666,1,4.168400056,2.732839859,0.477721303,0.019661057
1,0.4,0.4,1,0.16,2.732839859,5.442141806,3.1751102
3,0.8888888,2.6666664,9,0.790123299,1.795839913,0.822560322,1.671836305
2,4.7999992,9.5999984,4,23.03999232,2.264339886,6.429568157,6.854527772
2,4.7999992,9.5999984,4,23.03999232,2.264339886,6.429568157,6.854527772
1,1.333333,1.333333,1,1.777776889,2.732839859,1.958619447,0.720038614
2,0.1521739,0.3043478,4,0.023156896,2.264339886,4.461245152,4.119722647
2,1.1878777,2.3757554,4,1.41105343,2.264339886,1.158770838,0.988048307
2,0.9423077,1.8846154,4,0.887943801,2.264339886,1.747769101,1.536549133
2,1.5076914,3.0153828,4,2.273133358,2.264339886,0.572516931,0.454535515
2,0.4,0.8,4,0.16,2.264339886,3.47576321,3.1751102
1,0.1111111,0.1111111,1,0.012345677,2.732839859,6.873461683,4.288099951
2,0.9423077,1.8846154,4,0.887943801,2.264339886,1.747769101,1.536549133
2,0.3888888,0.7777776,4,0.151234499,2.264339886,3.517316776,3.214831396
3,4.8999996,14.6999988,9,24.00999608,1.795839913,9.63580736,7.388153009
2,0.5326087,1.0652174,4,0.283672027,2.264339886,2.9988929,2.720108655
1,2.041666,2.041666,1,4.168400056,2.732839859,0.477721303,0.019661057
2,4.8999996,9.7999992,4,24.00999608,2.264339886,6.946702128,7.388153009
2,5.1692305,10.338461,4,26.72094396,2.264339886,8.438389479,8.924239763
1,1.696969,1.696969,1,2.879703787,2.732839859,1.073028436,0.235142451
1,1.3999996,1.3999996,1,1.95999888,2.732839859,1.776463155,0.611343044
1,0.0769231,0.0769231,1,0.005917163,2.732839859,7.053893828,4.430859931
1,2.1777763,2.1777763,1,4.742709613,2.732839859,0.308095554,1.68723E-05
1,1.3999996,1.3999996,1,1.95999888,2.732839859,1.776463155,0.611343044
2,7.8399963,15.6799926,4,61.46554198,2.264339886,31.08794445,32.01423604
3,0.5833333,1.7499999,9,0.340277739,1.795839913,1.470172288,2.555363991
2,2.7151508,5.4303016,4,7.372043867,2.264339886,0.20323048,0.284373596
1,0.9423077,0.9423077,1,0.887943801,2.732839859,3.206005411,1.536549133
2,7,14,4,49,2.264339886,22.42647672,23.21424284
1,3.2666645,3.2666645,1,10.67109696,2.732839859,0.284968748,1.17674897
2,4.666666,9.333332,4,21.77777156,2.264339886,5.771170758,6.17414213
2,2.1777763,4.3555526,4,4.742709613,2.264339886,0.007493254,1.68723E-05
3,0.4848484,1.4545452,9,0.235077971,1.795839913,1.718698748,2.879929457
1,1.3999996,1.3999996,1,1.95999888,2.732839859,1.776463155,0.611343044
2,3.1999998,6.3999996,4,10.23999872,2.264339886,0.875459475,1.036560005
2,11.1999998,22.3999996,4,125.4399955,2.264339886,79.8460181,81.32641455
1,1.5076914,1.5076914,1,2.273133358,2.732839859,1.500988746,0.454535515
2,1.333333,2.666666,4,1.777776889,2.264339886,0.866773822,0.720038614
1,1.3999996,1.3999996,1,1.95999888,2.732839859,1.776463155,0.611343044
2,0.3888888,0.7777776,4,0.151234499,2.264339886,3.517316776,3.214831396
3,2,6,9,4,1.795839913,0.041681341,0.03308175
3,4.8999996,14.6999988,9,24.00999608,1.795839913,9.63580736,7.388153009
3,1.3611107,4.0833321,9,1.852622338,1.795839913,0.188989489,0.673668631
1,2.041666,2.041666,1,4.168400056,2.732839859,0.477721303,0.019661057
1,1.3999996,1.3999996,1,1.95999888,2.732839859,1.776463155,0.611343044
3,0.2121212,0.6363636,9,0.044995403,1.795839913,2.508164963,3.879965058
2,3.2666645,6.533329,4,10.67109696,2.264339886,1.004654632,1.17674897
1,7.4666672,7.4666672,1,55.75111908,2.732839859,22.4091213,27.92893463
2,0.5833333,1.1666666,4,0.340277739,2.264339886,2.825783142,2.555363991
3,0.5217391,1.5652173,9,0.272211688,1.795839913,1.623332883,2.756080726
1,0.1111111,0.1111111,1,0.012345677,2.732839859,6.873461683,4.288099951
3,0.5217391,1.5652173,9,0.272211688,1.795839913,1.623332883,2.756080726
1,2,2,1,4,2.732839859,0.537054258,0.03308175
4,0.1521739,0.6086956,16,0.023156896,1.327339941,1.381015223,4.119722647
2,4.666666,9.333332,4,21.77777156,2.264339886,5.771170758,6.17414213
2,1.3999996,2.7999992,4,1.95999888,2.264339886,0.74708413,0.611343044
3,1.1878777,3.5636331,9,1.41105343,1.795839913,0.369618053,0.988048307
2,1.826086,3.652172,4,3.334590079,2.264339886,0.192066469,0.126592139
2,1.3999996,2.7999992,4,1.95999888,2.264339886,0.74708413,0.611343044
3,3.2307692,9.6923076,9,10.43786962,1.795839913,2.059022058,1.100160392
2,4.7999992,9.5999984,4,23.03999232,2.264339886,6.429568157,6.854527772
1,1.1878777,1.1878777,1,1.41105343,2.732839859,2.386908071,0.988048307
2,0.4,0.8,4,0.16,2.264339886,3.47576321,3.1751102
3,0.5833333,1.7499999,9,0.340277739,1.795839913,1.470172288,2.555363991
1,7.8399963,7.8399963,1,61.46554198,2.732839859,26.08304692,32.01423604
3,11.1999989,33.5999967,9,125.4399754,1.795839913,88.43820625,81.32639832
2,1.3611107,2.7222214,4,1.852622338,2.264339886,0.815822962,0.673668631
2,4.9777775,9.955555,4,24.77826884,2.264339886,7.362743685,7.817021074
3,4.7999992,14.3999976,9,23.03999232,1.795839913,9.024973019,6.854527772
4,2.7151508,10.8606032,16,7.372043867,1.327339941,1.926018981,0.284373596
2,0.4,0.8,4,0.16,2.264339886,3.47576321,3.1751102
2,0.4,0.8,4,0.16,2.264339886,3.47576321,3.1751102
3,0.1111111,0.3333333,9,0.012345677,1.795839913,2.838311175,4.288099951
2,0.2692307,0.5384614,4,0.07248517,2.264339886,3.980460664,3.658242228
3,0.7272727,2.1818181,9,0.52892558,1.795839913,1.14183589,2.115893716
2,0.5217391,1.0434782,4,0.272211688,2.264339886,3.036657499,2.756080726
3,0.7424242,2.2272726,9,0.551193693,1.795839913,1.109684665,2.072044201
2,0.7272727,1.4545454,4,0.52892558,2.264339886,2.362575534,2.115893716
2,4.7999992,9.5999984,4,23.03999232,2.264339886,6.429568157,6.854527772
1,7.4666672,7.4666672,1,55.75111908,2.732839859,22.4091213,27.92893463
4,0.2121212,0.8484848,16,0.044995403,1.327339941,1.24371284,3.879965058
2,1.3999996,2.7999992,4,1.95999888,2.264339886,0.74708413,0.611343044
2,1.5076914,3.0153828,4,2.273133358,2.264339886,0.572516931,0.454535515
3,0.5217391,1.5652173,9,0.272211688,1.795839913,1.623332883,2.756080726
3,1.333333,3.999999,9,1.777776889,1.795839913,0.213912645,0.720038614
2,1.3999996,2.7999992,4,1.95999888,2.264339886,0.74708413,0.611343044
3,0.5326087,1.5978261,9,0.283672027,1.795839913,1.595753098,2.720108655
1,1.826086,1.826086,1,3.334590079,2.732839859,0.82220256,0.126592139
3,4.8999996,14.6999988,9,24.00999608,1.795839913,9.63580736,7.388153009
4,0.1111111,0.4444444,16,0.012345677,1.327339941,1.479212593,4.288099951
3,4.173913,12.521739,9,17.42154973,1.795839913,5.655231605,3.968179972
3,0.3888888,1.1666664,9,0.151234499,1.795839913,1.979511435,3.214831396
3,1.1878777,3.5636331,9,1.41105343,1.795839913,0.369618053,0.988048307
2,1.333333,2.666666,4,1.777776889,2.264339886,0.866773822,0.720038614
2,1.333333,2.666666,4,1.777776889,2.264339886,0.866773822,0.720038614
3,1.3999996,4.1999988,9,1.95999888,1.795839913,0.156689554,0.611343044
2,1.333333,2.666666,4,1.777776889,2.264339886,0.866773822,0.720038614
2,4.8999996,9.7999992,4,24.00999608,2.264339886,6.946702128,7.388153009
2,4.666666,9.333332,4,21.77777156,2.264339886,5.771170758,6.17414213
2,0.1111111,0.2222222,4,0.012345677,2.264339886,4.636394205,4.288099951
3,0.8521735,2.5565205,9,0.726199674,1.795839913,0.8905063,1.768129723
2,1.333333,2.666666,4,1.777776889,2.264339886,0.866773822,0.720038614
2,0.4848484,0.9696968,4,0.235077971,2.264339886,3.166589949,2.879929457
3,0.9423077,2.8269231,9,0.887943801,1.795839913,0.728517239,1.536549133
1,0.3888888,0.3888888,1,0.151234499,2.732839859,5.494106565,3.214831396
2,0.5217391,1.0434782,4,0.272211688,2.264339886,3.036657499,2.756080726
3,2.7151508,8.1454524,9,7.372043867,1.795839913,0.845132506,0.284373596
1,0.9423077,0.9423077,1,0.887943801,2.732839859,3.206005411,1.536549133
1,3.4461536,3.4461536,1,11.87597463,2.732839859,0.508816494,1.598377898
2,0.9230769,1.8461538,4,0.852070963,2.264339886,1.798986398,1.58459504
1,3.1111107,3.1111107,1,9.679009788,2.732839859,0.143088829,0.863462463
1,3.2666645,3.2666645,1,10.67109696,2.732839859,0.284968748,1.17674897
3,0.8521735,2.5565205,9,0.726199674,1.795839913,0.8905063,1.768129723
2,0.5833333,1.1666666,4,0.340277739,2.264339886,2.825783142,2.555363991
4,7.8399963,31.3599852,16,61.46554198,1.327339941,42.41469285,32.01423604
2,1.3999996,2.7999992,4,1.95999888,2.264339886,0.74708413,0.611343044
3,1.5076914,4.5230742,9,2.273133358,1.795839913,0.083029566,0.454535515
1,1.3999996,1.3999996,1,1.95999888,2.732839859,1.776463155,0.611343044
3,1.3611107,4.0833321,9,1.852622338,1.795839913,0.188989489,0.673668631
2,0.3888888,0.7777776,4,0.151234499,2.264339886,3.517316776,3.214831396
1,2.041666,2.041666,1,4.168400056,2.732839859,0.477721303,0.019661057
2,2.545454,5.090908,4,6.479336066,2.264339886,0.079025145,0.132183224
4,4.7999992,19.1999968,16,23.03999232,1.327339941,12.05936233,6.854527772
4,0.3478261,1.3913044,16,0.120982996,1.327339941,0.959447364,3.36376798
2,0.3478261,0.6956522,4,0.120982996,2.264339886,3.673025092,3.36376798
3,4.7999992,14.3999976,9,23.03999232,1.795839913,9.024973019,6.854527772
3,1.3999996,4.1999988,9,1.95999888,1.795839913,0.156689554,0.611343044
3,4.7999992,14.3999976,9,23.03999232,1.795839913,9.024973019,6.854527772
3,0.2121212,0.6363636,9,0.044995403,1.795839913,2.508164963,3.879965058
4,0.9423077,3.7692308,16,0.887943801,1.327339941,0.148249826,1.536549133
4,1.5076914,6.0307656,16,2.273133358,1.327339941,0.032526649,0.454535515
1,1.3611107,1.3611107,1,1.852622338,2.732839859,1.881640884,0.673668631
4,0.5833333,2.3333332,16,0.340277739,1.327339941,0.553545882,2.555363991
3,1.333333,3.999999,9,1.777776889,1.795839913,0.213912645,0.720038614
2,0.7424242,1.4848484,4,0.551193693,2.264339886,2.316227355,2.072044201
2,1.3611107,2.7222214,4,1.852622338,2.264339886,0.815822962,0.673668631
2,4.666666,9.333332,4,21.77777156,2.264339886,5.771170758,6.17414213
2,25.5999908,51.1999816,4,655.359529,2.264339886,544.5526036,548.4077312
3,4.8999996,14.6999988,9,24.00999608,1.795839913,9.63580736,7.388153009
2,1.3999996,2.7999992,4,1.95999888,2.264339886,0.74708413,0.611343044
3,0.5217391,1.5652173,9,0.272211688,1.795839913,1.623332883,2.756080726
4,3.2666645,13.066658,16,10.67109696,1.327339941,3.760979746,1.17674897
1,0.5833333,0.5833333,1,0.340277739,2.732839859,4.620378445,2.555363991
3,0.1521739,0.4565217,9,0.023156896,1.795839913,2.701637964,4.119722647
2,0.1666666,0.3333332,4,0.027777756,2.264339886,4.400233215,4.061100729
3,0.9423077,2.8269231,9,0.887943801,1.795839913,0.728517239,1.536549133
1,0.5833333,0.5833333,1,0.340277739,2.732839859,4.620378445,2.555363991
1,2,2,1,4,2.732839859,0.537054258,0.03308175
1,3.2666645,3.2666645,1,10.67109696,2.732839859,0.284968748,1.17674897
2,1.1878777,2.3757554,4,1.41105343,2.264339886,1.158770838,0.988048307
2,2.1777763,4.3555526,4,4.742709613,2.264339886,0.007493254,1.68723E-05
1,0.1521739,0.1521739,1,0.023156896,2.732839859,6.65983679,4.119722647
3,2.1538458,6.4615374,9,4.63905173,1.795839913,0.128168215,0.000786135
3,0.9230769,2.7692307,9,0.852070963,1.795839913,0.761715278,1.58459504
1,0.8521735,0.8521735,1,0.726199674,2.732839859,3.536905952,1.768129723
2,0.5326087,1.0652174,4,0.283672027,2.264339886,2.9988929,2.720108655
2,1.1878777,2.3757554,4,1.41105343,2.264339886,1.158770838,0.988048307
3,3.2307692,9.6923076,9,10.43786962,1.795839913,2.059022058,1.100160392
2,0.1521739,0.3043478,4,0.023156896,2.264339886,4.461245152,4.119722647
3,0.0769231,0.2307693,9,0.005917163,1.795839913,2.954675011,4.430859931
1,3.4461536,3.4461536,1,11.87597463,2.732839859,0.508816494,1.598377898
2,0.1666666,0.3333332,4,0.027777756,2.264339886,4.400233215,4.061100729
3,4.7999992,14.3999976,9,23.03999232,1.795839913,9.024973019,6.854527772
3,0.5217391,1.5652173,9,0.272211688,1.795839913,1.623332883,2.756080726
1,0.5833333,0.5833333,1,0.340277739,2.732839859,4.620378445,2.555363991
2,2.041666,4.083332,4,4.168400056,2.264339886,0.049583659,0.019661057
3,3.1999998,9.5999994,9,10.23999872,1.795839913,1.971664987,1.036560005
3,7.8399963,23.5199889,9,61.46554198,1.795839913,36.53182643,32.01423604
2,0.8521735,1.704347,4,0.726199674,2.264339886,1.994213902,1.768129723
1,0.9230769,0.9230769,1,0.852070963,2.732839859,3.275241966,1.58459504
